=============================================
                                             
========== INCONSISTENT STAR INFO ==========
                                             
=============================================
========== NOT IN CASTS ==========
Star Details - Star ID: null, Name: Joan Fontaine, Birth Year: 1917, MovieIDs: .
Star Details - Star ID: null, Name: Reni Santoni, Birth Year: 1939, MovieIDs: .
Star Details - Star ID: null, Name: Errol Flynn, Birth Year: 1909, MovieIDs: .
Star Details - Star ID: null, Name: Connie Marshall, Birth Year: 1938, MovieIDs: .
Star Details - Star ID: null, Name: Cecil Parker, Birth Year: 1897, MovieIDs: .
Star Details - Star ID: null, Name: Jimmy Clanton, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Marisa Tomei, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Bob Sweeney, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Patrick Troughton, Birth Year: 1920, MovieIDs: .
Star Details - Star ID: null, Name: Eva Dahlbeck, Birth Year: 1920, MovieIDs: .
Star Details - Star ID: null, Name: M.K. Harris, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Bert Convy, Birth Year: 1932, MovieIDs: .
Star Details - Star ID: null, Name: Felix Bressart, Birth Year: 1890, MovieIDs: .
Star Details - Star ID: null, Name: Judith ODea, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Dick Sargent, Birth Year: 1937, MovieIDs: .
Star Details - Star ID: null, Name: Natalie Trundy, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Loni Anderson, Birth Year: 1947, MovieIDs: .
Star Details - Star ID: null, Name: Horst Buchholz, Birth Year: 1933, MovieIDs: .
Star Details - Star ID: null, Name: Corinne Calvet, Birth Year: 1925, MovieIDs: .
Star Details - Star ID: null, Name: Danny Green, Birth Year: 1903, MovieIDs: .
Star Details - Star ID: null, Name: Jessie Ralph, Birth Year: 1864, MovieIDs: .
Star Details - Star ID: null, Name: Max Gail, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Cornelia Sharpe, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Ruth Chatterton, Birth Year: 1893, MovieIDs: .
Star Details - Star ID: null, Name: Dan Tobin, Birth Year: 1909, MovieIDs: .
Star Details - Star ID: null, Name: Werner Krauss, Birth Year: 1884, MovieIDs: .
Star Details - Star ID: null, Name: Ozzie Nelson, Birth Year: 1906, MovieIDs: .
Star Details - Star ID: null, Name: Daniel Massey, Birth Year: 1933, MovieIDs: .
Star Details - Star ID: null, Name: Robert Horton, Birth Year: 1924, MovieIDs: .
Star Details - Star ID: null, Name: Dolores Michaels, Birth Year: 1930, MovieIDs: .
Star Details - Star ID: null, Name: JoAnne Samuel, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Alex D'Arcy, Birth Year: 1908, MovieIDs: .
Star Details - Star ID: null, Name: P.J. Sales, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Cynthia Nixon, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Val Kline, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Marie McDonald, Birth Year: 1923, MovieIDs: .
Star Details - Star ID: null, Name: Sylvie, Birth Year: 1883, MovieIDs: .
Star Details - Star ID: null, Name: Alec B. Francis, Birth Year: 1869, MovieIDs: .
Star Details - Star ID: null, Name: Jennifer Grey, Birth Year: 1960, MovieIDs: .
Star Details - Star ID: null, Name: Jerry Hardin, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Victoria Vetri, Birth Year: 1944, MovieIDs: .
Star Details - Star ID: null, Name: Peter Cook, Birth Year: 1937, MovieIDs: .
Star Details - Star ID: null, Name: Yvonne Romain, Birth Year: 1938, MovieIDs: .
Star Details - Star ID: null, Name: Sandy Dennis, Birth Year: 1937, MovieIDs: .
Star Details - Star ID: null, Name: Donald Symington, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Lee Purcell, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Jill Balcon, Birth Year: 1925, MovieIDs: .
Star Details - Star ID: null, Name: Kay Medford, Birth Year: 1914, MovieIDs: .
Star Details - Star ID: null, Name: Brember Wills, Birth Year: 1883, MovieIDs: .
Star Details - Star ID: null, Name: Mantan Moreland, Birth Year: 1901, MovieIDs: .
Star Details - Star ID: null, Name: Bonar Colleano, Birth Year: 1924, MovieIDs: .
Star Details - Star ID: null, Name: Walter Kingsford, Birth Year: 1882, MovieIDs: .
Star Details - Star ID: null, Name: Reba Tassel, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Sally Kellerman, Birth Year: 1941, MovieIDs: .
Star Details - Star ID: null, Name: Ian Jenble, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Gregory Itzin, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Stephanie Farrow, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: James Westerfield, Birth Year: 1912, MovieIDs: .
Star Details - Star ID: null, Name: Emmanuele Riva, Birth Year: 1932, MovieIDs: .
Star Details - Star ID: null, Name: Jose Wilker, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: William Katt, Birth Year: 1955, MovieIDs: .
Star Details - Star ID: null, Name: Jessica James, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Signe Hasso, Birth Year: 1915, MovieIDs: .
Star Details - Star ID: null, Name: Patricia Jessel, Birth Year: 1920, MovieIDs: .
Star Details - Star ID: null, Name: Tony Kendall, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Margaret OBrien, Birth Year: 1937, MovieIDs: .
Star Details - Star ID: null, Name: Patrick K. Hinses, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Fay Compton, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Roy Glenn, Birth Year: 1901, MovieIDs: .
Star Details - Star ID: null, Name: William Challee, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Duke Mitchell, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Hazel Spears, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Kareem AbdulJabbar, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: J. M. Kerrigan, Birth Year: 1885, MovieIDs: .
Star Details - Star ID: null, Name: Emrys Jones, Birth Year: 1915, MovieIDs: .
Star Details - Star ID: null, Name: Herschel Bernardi, Birth Year: 1923, MovieIDs: .
Star Details - Star ID: null, Name: Pauline Collins, Birth Year: 1940, MovieIDs: .
Star Details - Star ID: null, Name: Paul Rhys, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Ann Little, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Michel Bouquet, Birth Year: 1926, MovieIDs: .
Star Details - Star ID: null, Name: Torben Meyer, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Michael Currie, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Monique Dury, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Eleanor Bron, Birth Year: 1934, MovieIDs: .
Star Details - Star ID: null, Name: Joan Chen, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Maurice Roeves, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Virginia Vestoff, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Robert Greig, Birth Year: 1880, MovieIDs: .
Star Details - Star ID: null, Name: William Schallert, Birth Year: 1922, MovieIDs: .
Star Details - Star ID: null, Name: Katharine Ross, Birth Year: 1942, MovieIDs: .
Star Details - Star ID: null, Name: Lindsay Anderson, Birth Year: 1923, MovieIDs: .
Star Details - Star ID: null, Name: Frederick Combs, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Antonia Brough, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Jack Lemmon, Birth Year: 1925, MovieIDs: .
Star Details - Star ID: null, Name: Joseph Cotten, Birth Year: 1905, MovieIDs: .
Star Details - Star ID: null, Name: Una OConnor, Birth Year: 1880, MovieIDs: .
Star Details - Star ID: null, Name: Loretta Young, Birth Year: 1913, MovieIDs: .
Star Details - Star ID: null, Name: Fritz Leiber, Birth Year: 1883, MovieIDs: .
Star Details - Star ID: null, Name: Donald Houston, Birth Year: 1923, MovieIDs: .
Star Details - Star ID: null, Name: Oreste Kirkop, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Pam Grier, Birth Year: 1949, MovieIDs: .
Star Details - Star ID: null, Name: Tom Mix, Birth Year: 1880, MovieIDs: .
Star Details - Star ID: null, Name: Gerard Oury, Birth Year: 1919, MovieIDs: .
Star Details - Star ID: null, Name: Dick Wesson, Birth Year: 1922, MovieIDs: .
Star Details - Star ID: null, Name: Dolores Hart, Birth Year: 1938, MovieIDs: .
Star Details - Star ID: null, Name: Genevieve Page, Birth Year: 1931, MovieIDs: .
Star Details - Star ID: null, Name: Super Dave Osborne, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Joe Bennett, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Charles Tyner, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Hollye Holmes, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Joanna Lumley, Birth Year: 1946, MovieIDs: .
Star Details - Star ID: null, Name: Mike Nomad, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Tatum ONeal, Birth Year: 1962, MovieIDs: .
Star Details - Star ID: null, Name: Peggy Sawyer, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Dorothy Cumming, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Sarah Churchill, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Partice Munsel, Birth Year: 1925, MovieIDs: .
Star Details - Star ID: null, Name: Carl Reiner, Birth Year: 1922, MovieIDs: .
Star Details - Star ID: null, Name: Janet Margolin, Birth Year: 1943, MovieIDs: .
Star Details - Star ID: null, Name: O.B. Clarence, Birth Year: 1870, MovieIDs: .
Star Details - Star ID: null, Name: Simone Simon, Birth Year: 1910, MovieIDs: .
Star Details - Star ID: null, Name: Helene Costello, Birth Year: 1904, MovieIDs: .
Star Details - Star ID: null, Name: Jason Robards~jr., Birth Year: 1920, MovieIDs: .
Star Details - Star ID: null, Name: David Ladd, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Jack Mulhall, Birth Year: 1888, MovieIDs: .
Star Details - Star ID: null, Name: Vivienne Osborne, Birth Year: 1900, MovieIDs: .
Star Details - Star ID: null, Name: Paul Birch, Birth Year: 1900, MovieIDs: .
Star Details - Star ID: null, Name: Brad Pitt, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Ralph Dumke, Birth Year: 1900, MovieIDs: .
Star Details - Star ID: null, Name: Ernest Torrence, Birth Year: 1878, MovieIDs: .
Star Details - Star ID: null, Name: Ralph Meeker, Birth Year: 1920, MovieIDs: .
Star Details - Star ID: null, Name: Paul Nevens, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Roselyne Puyo, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Terry Scott, Birth Year: 1927, MovieIDs: .
Star Details - Star ID: null, Name: Irene Daily, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Donald Crisp, Birth Year: 1880, MovieIDs: .
Star Details - Star ID: null, Name: Brent Huff, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Thelma Ritter, Birth Year: 1905, MovieIDs: .
Star Details - Star ID: null, Name: Madlyn Rhue, Birth Year: 1934, MovieIDs: .
Star Details - Star ID: null, Name: Eugene Pallette, Birth Year: 1889, MovieIDs: .
Star Details - Star ID: null, Name: Martin Benson, Birth Year: 1918, MovieIDs: .
Star Details - Star ID: null, Name: Ray McAnnely, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Noel Coward, Birth Year: 1899, MovieIDs: .
Star Details - Star ID: null, Name: Kit Carson, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Desmond Llewellyn, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Alan Oppenheimer, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Julie McGregor, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Fred MacMurray, Birth Year: 1907, MovieIDs: .
Star Details - Star ID: null, Name: Butterfly McQueen, Birth Year: 1911, MovieIDs: .
Star Details - Star ID: null, Name: Mari Blanchard, Birth Year: 1927, MovieIDs: .
Star Details - Star ID: null, Name: Isabelle Huppert, Birth Year: 1955, MovieIDs: .
Star Details - Star ID: null, Name: George Peppard, Birth Year: 1929, MovieIDs: .
Star Details - Star ID: null, Name: Dorothy Dandridge, Birth Year: 1923, MovieIDs: .
Star Details - Star ID: null, Name: Linda Hayden, Birth Year: 1951, MovieIDs: .
Star Details - Star ID: null, Name: Nicole Maurey, Birth Year: 1925, MovieIDs: .
Star Details - Star ID: null, Name: Gordon Harker, Birth Year: 1885, MovieIDs: .
Star Details - Star ID: null, Name: Mark Lester, Birth Year: 1958, MovieIDs: .
Star Details - Star ID: null, Name: Richard Fraser, Birth Year: 1913, MovieIDs: .
Star Details - Star ID: null, Name: Beatrice Varley, Birth Year: 1896, MovieIDs: .
Star Details - Star ID: null, Name: Veronica Cartwright, Birth Year: 1949, MovieIDs: .
Star Details - Star ID: null, Name: Ingrid Bergman, Birth Year: 1915, MovieIDs: .
Star Details - Star ID: null, Name: Pamela Franklin, Birth Year: 1949, MovieIDs: .
Star Details - Star ID: null, Name: Mandy Patinkin, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Cecil Cunningham, Birth Year: 1888, MovieIDs: .
Star Details - Star ID: null, Name: Arthur Johnson, Birth Year: 1876, MovieIDs: .
Star Details - Star ID: null, Name: Pat Benatar, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Mario Lanza, Birth Year: 1921, MovieIDs: .
Star Details - Star ID: null, Name: Leora Dana, Birth Year: 1923, MovieIDs: .
Star Details - Star ID: null, Name: Rory Calhoun, Birth Year: 1922, MovieIDs: .
Star Details - Star ID: null, Name: Leon Green, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Eileen Heckart, Birth Year: 1919, MovieIDs: .
Star Details - Star ID: null, Name: Dinah Manoff, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Christian Rub, Birth Year: 1887, MovieIDs: .
Star Details - Star ID: null, Name: Mary Brian, Birth Year: 1908, MovieIDs: .
Star Details - Star ID: null, Name: Albert Popwell, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Larry Semon, Birth Year: 1889, MovieIDs: .
Star Details - Star ID: null, Name: Stewart Granger, Birth Year: 1913, MovieIDs: .
Star Details - Star ID: null, Name: George OBrien, Birth Year: 1900, MovieIDs: .
Star Details - Star ID: null, Name: Pierre Blanchard, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Todd Armstrong, Birth Year: 1939, MovieIDs: .
Star Details - Star ID: null, Name: Al Freeman~jr, Birth Year: 1934, MovieIDs: .
Star Details - Star ID: null, Name: Les Tremayne, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Doris Davenport, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Silvain, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Daniel Gelin, Birth Year: 1921, MovieIDs: .
Star Details - Star ID: null, Name: Art Carney, Birth Year: 1918, MovieIDs: .
Star Details - Star ID: null, Name: Val Kilmer, Birth Year: 1959, MovieIDs: .
Star Details - Star ID: null, Name: Dorothy Adams, Birth Year: 1915, MovieIDs: .
Star Details - Star ID: null, Name: Boots Mallory, Birth Year: 1913, MovieIDs: .
Star Details - Star ID: null, Name: Frank Elliott, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: C. Denier Warren, Birth Year: 1889, MovieIDs: .
Star Details - Star ID: null, Name: Paul Wegener, Birth Year: 1874, MovieIDs: .
Star Details - Star ID: null, Name: Sofia Coppola, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Mary Woronov, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Hallie Eckstein, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Wilfred Pickles, Birth Year: 1904, MovieIDs: .
Star Details - Star ID: null, Name: William Devane, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Conway Tearle, Birth Year: 1878, MovieIDs: .
Star Details - Star ID: null, Name: Terry Gilliam, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Sharon Gless, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Bonnie Bedelia, Birth Year: 1946, MovieIDs: .
Star Details - Star ID: null, Name: DeWitt Jennings, Birth Year: 1879, MovieIDs: .
Star Details - Star ID: null, Name: Jill Eikenberry, Birth Year: 1947, MovieIDs: .
Star Details - Star ID: null, Name: Ena Hartman, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Henry Kolker, Birth Year: 1874, MovieIDs: .
Star Details - Star ID: null, Name: Lilian Roams, Birth Year: 1967, MovieIDs: .
Star Details - Star ID: null, Name: Eric Brown, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Theodore Roberts, Birth Year: 1861, MovieIDs: .
Star Details - Star ID: null, Name: Jack Ryland, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Tony Lorea, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Greta Gynt, Birth Year: 1916, MovieIDs: .
Star Details - Star ID: null, Name: Jon Voight, Birth Year: 1938, MovieIDs: .
Star Details - Star ID: null, Name: Irene Cara, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Michael Dunn, Birth Year: 1935, MovieIDs: .
Star Details - Star ID: null, Name: Nigel Stock, Birth Year: 1919, MovieIDs: .
Star Details - Star ID: null, Name: James Bell, Birth Year: 1891, MovieIDs: .
Star Details - Star ID: null, Name: H.B. Warner, Birth Year: 1876, MovieIDs: .
Star Details - Star ID: null, Name: Curt Bois, Birth Year: 1900, MovieIDs: .
Star Details - Star ID: null, Name: Jane Nigh, Birth Year: 1926, MovieIDs: .
Star Details - Star ID: null, Name: Vera Hruba Ralston, Birth Year: 1921, MovieIDs: .
Star Details - Star ID: null, Name: Bobby Watson, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Pat Paterson, Birth Year: 1911, MovieIDs: .
Star Details - Star ID: null, Name: Reginald Tate, Birth Year: 1896, MovieIDs: .
Star Details - Star ID: null, Name: Jeanie MacPherson, Birth Year: 1878, MovieIDs: .
Star Details - Star ID: null, Name: Helen Twelvetrees, Birth Year: 1908, MovieIDs: .
Star Details - Star ID: null, Name: Chaka Khan, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Emile Minty, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Oliver Hardy, Birth Year: 1892, MovieIDs: .
Star Details - Star ID: null, Name: Owen Moore, Birth Year: 1887, MovieIDs: .
Star Details - Star ID: null, Name: Ada Reeve, Birth Year: 1874, MovieIDs: .
Star Details - Star ID: null, Name: Michael Cimino, Birth Year: 1940, MovieIDs: .
Star Details - Star ID: null, Name: Julie Montgomery, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Tracey Walter, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Noah Beery, Birth Year: 1884, MovieIDs: .
Star Details - Star ID: null, Name: Terri Burrell, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Mrs. Joseph L. Welch, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Emanuelle Beart, Birth Year: 1965, MovieIDs: .
Star Details - Star ID: null, Name: Bill Lee, Birth Year: 1928, MovieIDs: .
Star Details - Star ID: null, Name: Trini Lopez, Birth Year: 1933, MovieIDs: .
Star Details - Star ID: null, Name: Norman Combes, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Nancy Lee Noble, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: David Bruce, Birth Year: 1914, MovieIDs: .
Star Details - Star ID: null, Name: Alan Freed, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Beatrix Lehman, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Mary Duncan, Birth Year: 1903, MovieIDs: .
Star Details - Star ID: null, Name: Klaus Kinski, Birth Year: 1926, MovieIDs: .
Star Details - Star ID: null, Name: Annie Girardot, Birth Year: 1931, MovieIDs: .
Star Details - Star ID: null, Name: Ann Reinking, Birth Year: 1949, MovieIDs: .
Star Details - Star ID: null, Name: Michael Kidd, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Geraldine Chapman, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Bobbie Jordan, Birth Year: 1923, MovieIDs: .
Star Details - Star ID: null, Name: Julien Mitchell, Birth Year: 1884, MovieIDs: .
Star Details - Star ID: null, Name: Robert Burton, Birth Year: 1894, MovieIDs: .
Star Details - Star ID: null, Name: Ken Russell, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: John Alexander, Birth Year: 1901, MovieIDs: .
Star Details - Star ID: null, Name: Donald Madden, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Barret Oliver, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Laura Dean, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Dixie Dunbar, Birth Year: 1919, MovieIDs: .
Star Details - Star ID: null, Name: Robert Donat, Birth Year: 1905, MovieIDs: .
Star Details - Star ID: null, Name: Philip Friend, Birth Year: 1915, MovieIDs: .
Star Details - Star ID: null, Name: Dawn Wells, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Anna Karina, Birth Year: 1940, MovieIDs: .
Star Details - Star ID: null, Name: Esther Ralston, Birth Year: 1902, MovieIDs: .
Star Details - Star ID: null, Name: Carol Haney, Birth Year: 1928, MovieIDs: .
Star Details - Star ID: null, Name: Elisha Cook~jr., Birth Year: 1902, MovieIDs: .
Star Details - Star ID: null, Name: Kishi Keiko, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Anthony Wager, Birth Year: 1933, MovieIDs: .
Star Details - Star ID: null, Name: John Agar, Birth Year: 1921, MovieIDs: .
Star Details - Star ID: null, Name: Robert Stevens, Birth Year: 1925, MovieIDs: .
Star Details - Star ID: null, Name: Julie Ege, Birth Year: 1943, MovieIDs: .
Star Details - Star ID: null, Name: Tony Bova, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Betty Buckley, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Dick Cavett, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Rusty Hamer, Birth Year: 1947, MovieIDs: .
Star Details - Star ID: null, Name: Carol Burnett, Birth Year: 1933, MovieIDs: .
Star Details - Star ID: null, Name: Jack Warden, Birth Year: 1920, MovieIDs: .
Star Details - Star ID: null, Name: David Keith, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: O.J. Simpson, Birth Year: 1947, MovieIDs: .
Star Details - Star ID: null, Name: Denzel Washington, Birth Year: 1955, MovieIDs: .
Star Details - Star ID: null, Name: Gus McNaughton, Birth Year: 1884, MovieIDs: .
Star Details - Star ID: null, Name: Geoffrey Land, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Robert deNiro, Birth Year: 1943, MovieIDs: .
Star Details - Star ID: null, Name: Cora Witherspoon, Birth Year: 1890, MovieIDs: .
Star Details - Star ID: null, Name: Ivan Simpson, Birth Year: 1875, MovieIDs: .
Star Details - Star ID: null, Name: Mr. T, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Rod Cameron, Birth Year: 1910, MovieIDs: .
Star Details - Star ID: null, Name: Peter Vaughan, Birth Year: 1923, MovieIDs: .
Star Details - Star ID: null, Name: ChrisPin Martin, Birth Year: 1894, MovieIDs: .
Star Details - Star ID: null, Name: Marc McClure, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Jackie Searle, Birth Year: 1920, MovieIDs: .
Star Details - Star ID: null, Name: Jonathan Pryce, Birth Year: 1947, MovieIDs: .
Star Details - Star ID: null, Name: Richard Bennett, Birth Year: 1873, MovieIDs: .
Star Details - Star ID: null, Name: Akiko Wakabayashi, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: John Cunningham, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Benita Hume, Birth Year: 1906, MovieIDs: .
Star Details - Star ID: null, Name: Anita Ekberg, Birth Year: 1931, MovieIDs: .
Star Details - Star ID: null, Name: Lambert Wilson, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Glenn Hunter, Birth Year: 1897, MovieIDs: .
Star Details - Star ID: null, Name: Tim Holt, Birth Year: 1919, MovieIDs: .
Star Details - Star ID: null, Name: Harold J. Stone, Birth Year: 1911, MovieIDs: .
Star Details - Star ID: null, Name: Gibb McLaughlin, Birth Year: 1884, MovieIDs: .
Star Details - Star ID: null, Name: Alfre Woodard, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Vittorio Mezzoglomo, Birth Year: -1, MovieIDs: .
Star Details - Star ID: null, Name: Frank Vosper, Birth Year: 1899, MovieIDs: .
